,Domain,Resolver,Result
56,https://www.google.com/search?q=Mica Child Labour,Google,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 29235
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Mica\032Child\032Labour. IN      A
;; AUTHORITY SECTION:
.                       86397   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
57,https://www.google.com/search?q=Mica Child Labour,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 29235
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Mica\032Child\032Labour. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
58,https://www.google.com/search?q=Mica Child Labour,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 29235
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Mica\032Child\032Labour. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
59,https://www.google.com/search?q=Mica Child Labour,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 29235
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Mica\032Child\032Labour. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
60,https://www.google.com/search?q=Garment Sweatshops,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 26020
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       86400   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
61,https://www.google.com/search?q=Garment Sweatshops,Google,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 26020
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       86398   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
62,https://www.google.com/search?q=Garment Sweatshops,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 26020
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
63,https://www.google.com/search?q=Garment Sweatshops,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 26020
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
64,https://www.google.com/search?q=Garment Sweatshops,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 26020
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
65,https://www.google.com/search?q=Leather Pollution Kanpur,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 20700
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       86400   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
66,https://www.google.com/search?q=Leather Pollution Kanpur,Google,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 20700
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       86398   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
67,https://www.google.com/search?q=Leather Pollution Kanpur,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 20700
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
68,https://www.google.com/search?q=Leather Pollution Kanpur,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 20700
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10798   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
69,https://www.google.com/search?q=Leather Pollution Kanpur,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 20700
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10798   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
70,Netflix.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 55693
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            18      IN      A       52.17.27.129
netflix.com.            18      IN      A       54.77.186.213
netflix.com.            18      IN      A       52.17.89.42
netflix.com.            18      IN      A       52.18.82.167
netflix.com.            18      IN      A       34.246.137.168
netflix.com.            18      IN      A       34.241.244.104
netflix.com.            18      IN      A       34.240.90.228
netflix.com.            18      IN      A       34.250.41.147"
71,Netflix.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 55693
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
Netflix.com.            59      IN      A       34.250.41.147
Netflix.com.            59      IN      A       52.19.113.209
Netflix.com.            59      IN      A       54.77.24.36
Netflix.com.            59      IN      A       52.210.202.149
Netflix.com.            59      IN      A       52.17.229.109
Netflix.com.            59      IN      A       52.48.35.66
Netflix.com.            59      IN      A       52.18.96.227
Netflix.com.            59      IN      A       54.194.5.178"
72,Netflix.com,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 55693
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
Netflix.com.            59      IN      A       54.194.87.208
Netflix.com.            59      IN      A       54.194.5.178
Netflix.com.            59      IN      A       52.213.214.244
Netflix.com.            59      IN      A       34.250.41.147
Netflix.com.            59      IN      A       34.241.244.104
Netflix.com.            59      IN      A       52.211.42.108
Netflix.com.            59      IN      A       52.214.145.233
Netflix.com.            59      IN      A       34.246.137.168
;; AUTHORITY SECTION:
com.                    42584   IN      NS      m.gtld-servers.net.
com.                    42584   IN      NS      j.gtld-servers.net.
com.                    42584   IN      NS      k.gtld-servers.net.
com.                    42584   IN      NS      g.gtld-servers.net.
com.                    42584   IN      NS      i.gtld-servers.net.
com.                    42584   IN      NS      e.gtld-servers.net.
com.                    42584   IN      NS      c.gtld-servers.net.
com.                    42584   IN      NS      d.gtld-servers.net.
com.                    42584   IN      NS      b.gtld-servers.net.
com.                    42584   IN      NS      l.gtld-servers.net.
com.                    42584   IN      NS      h.gtld-servers.net.
com.                    42584   IN      NS      f.gtld-servers.net.
com.                    42584   IN      NS      a.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40986   IN      A       192.5.6.30
a.gtld-servers.net.     40986   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40986   IN      A       192.33.14.30
b.gtld-servers.net.     40986   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40986   IN      A       192.26.92.30"
73,Netflix.com,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 55693
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            58      IN      A       34.241.244.104
netflix.com.            58      IN      A       34.250.41.147
netflix.com.            58      IN      A       52.211.42.108
netflix.com.            58      IN      A       52.213.214.244
netflix.com.            58      IN      A       54.194.87.208
netflix.com.            58      IN      A       54.194.5.178
netflix.com.            58      IN      A       52.214.145.233
netflix.com.            58      IN      A       34.246.137.168
;; AUTHORITY SECTION:
com.                    42583   IN      NS      l.gtld-servers.net.
com.                    42583   IN      NS      m.gtld-servers.net.
com.                    42583   IN      NS      g.gtld-servers.net.
com.                    42583   IN      NS      c.gtld-servers.net.
com.                    42583   IN      NS      e.gtld-servers.net.
com.                    42583   IN      NS      h.gtld-servers.net.
com.                    42583   IN      NS      j.gtld-servers.net.
com.                    42583   IN      NS      a.gtld-servers.net.
com.                    42583   IN      NS      b.gtld-servers.net.
com.                    42583   IN      NS      f.gtld-servers.net.
com.                    42583   IN      NS      d.gtld-servers.net.
com.                    42583   IN      NS      i.gtld-servers.net.
com.                    42583   IN      NS      k.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40985   IN      A       192.5.6.30
a.gtld-servers.net.     40985   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40985   IN      A       192.33.14.30
b.gtld-servers.net.     40985   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40985   IN      A       192.26.92.30"
74,Netflix.com,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 55693
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            58      IN      A       54.194.5.178
netflix.com.            58      IN      A       34.241.244.104
netflix.com.            58      IN      A       34.246.137.168
netflix.com.            58      IN      A       54.194.87.208
netflix.com.            58      IN      A       52.213.214.244
netflix.com.            58      IN      A       52.211.42.108
netflix.com.            58      IN      A       52.214.145.233
netflix.com.            58      IN      A       34.250.41.147
;; AUTHORITY SECTION:
com.                    42583   IN      NS      c.gtld-servers.net.
com.                    42583   IN      NS      h.gtld-servers.net.
com.                    42583   IN      NS      e.gtld-servers.net.
com.                    42583   IN      NS      m.gtld-servers.net.
com.                    42583   IN      NS      g.gtld-servers.net.
com.                    42583   IN      NS      f.gtld-servers.net.
com.                    42583   IN      NS      i.gtld-servers.net.
com.                    42583   IN      NS      k.gtld-servers.net.
com.                    42583   IN      NS      j.gtld-servers.net.
com.                    42583   IN      NS      a.gtld-servers.net.
com.                    42583   IN      NS      b.gtld-servers.net.
com.                    42583   IN      NS      d.gtld-servers.net.
com.                    42583   IN      NS      l.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40985   IN      A       192.5.6.30
a.gtld-servers.net.     40985   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40985   IN      A       192.33.14.30
b.gtld-servers.net.     40985   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40985   IN      A       192.26.92.30"
75,primevideo.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 9610
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         18      IN      A       54.192.150.77
primevideo.com.         18      IN      A       54.192.150.119
primevideo.com.         18      IN      A       54.192.150.20
primevideo.com.         18      IN      A       54.192.150.104"
76,primevideo.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 9610
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         59      IN      A       13.35.190.10
primevideo.com.         59      IN      A       13.35.190.109
primevideo.com.         59      IN      A       13.35.190.126
primevideo.com.         59      IN      A       13.35.190.56"
77,primevideo.com,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 9610
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         59      IN      A       13.35.190.126
primevideo.com.         59      IN      A       13.35.190.10
primevideo.com.         59      IN      A       13.35.190.56
primevideo.com.         59      IN      A       13.35.190.109
;; AUTHORITY SECTION:
com.                    42577   IN      NS      c.gtld-servers.net.
com.                    42577   IN      NS      f.gtld-servers.net.
com.                    42577   IN      NS      i.gtld-servers.net.
com.                    42577   IN      NS      k.gtld-servers.net.
com.                    42577   IN      NS      g.gtld-servers.net.
com.                    42577   IN      NS      e.gtld-servers.net.
com.                    42577   IN      NS      d.gtld-servers.net.
com.                    42577   IN      NS      a.gtld-servers.net.
com.                    42577   IN      NS      l.gtld-servers.net.
com.                    42577   IN      NS      m.gtld-servers.net.
com.                    42577   IN      NS      j.gtld-servers.net.
com.                    42577   IN      NS      b.gtld-servers.net.
com.                    42577   IN      NS      h.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40979   IN      A       192.5.6.30
a.gtld-servers.net.     40979   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40979   IN      A       192.33.14.30
b.gtld-servers.net.     40979   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40979   IN      A       192.26.92.30
c.gtld-servers.net.     40979   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     5374    IN      A       192.31.80.30
d.gtld-servers.net.     40979   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     40979   IN      A       192.12.94.30"
78,primevideo.com,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 9610
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         58      IN      A       13.35.190.10
primevideo.com.         58      IN      A       13.35.190.56
primevideo.com.         58      IN      A       13.35.190.126
primevideo.com.         58      IN      A       13.35.190.109
;; AUTHORITY SECTION:
com.                    42576   IN      NS      i.gtld-servers.net.
com.                    42576   IN      NS      f.gtld-servers.net.
com.                    42576   IN      NS      l.gtld-servers.net.
com.                    42576   IN      NS      g.gtld-servers.net.
com.                    42576   IN      NS      a.gtld-servers.net.
com.                    42576   IN      NS      c.gtld-servers.net.
com.                    42576   IN      NS      k.gtld-servers.net.
com.                    42576   IN      NS      d.gtld-servers.net.
com.                    42576   IN      NS      j.gtld-servers.net.
com.                    42576   IN      NS      b.gtld-servers.net.
com.                    42576   IN      NS      m.gtld-servers.net.
com.                    42576   IN      NS      h.gtld-servers.net.
com.                    42576   IN      NS      e.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40978   IN      A       192.5.6.30
a.gtld-servers.net.     40978   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40978   IN      A       192.33.14.30
b.gtld-servers.net.     40978   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40978   IN      A       192.26.92.30
c.gtld-servers.net.     40978   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     5373    IN      A       192.31.80.30
d.gtld-servers.net.     40978   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     40978   IN      A       192.12.94.30"
79,primevideo.com,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 9610
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         57      IN      A       13.35.190.56
primevideo.com.         57      IN      A       13.35.190.126
primevideo.com.         57      IN      A       13.35.190.109
primevideo.com.         57      IN      A       13.35.190.10
;; AUTHORITY SECTION:
com.                    42575   IN      NS      e.gtld-servers.net.
com.                    42575   IN      NS      m.gtld-servers.net.
com.                    42575   IN      NS      k.gtld-servers.net.
com.                    42575   IN      NS      g.gtld-servers.net.
com.                    42575   IN      NS      b.gtld-servers.net.
com.                    42575   IN      NS      a.gtld-servers.net.
com.                    42575   IN      NS      f.gtld-servers.net.
com.                    42575   IN      NS      l.gtld-servers.net.
com.                    42575   IN      NS      c.gtld-servers.net.
com.                    42575   IN      NS      h.gtld-servers.net.
com.                    42575   IN      NS      i.gtld-servers.net.
com.                    42575   IN      NS      j.gtld-servers.net.
com.                    42575   IN      NS      d.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40977   IN      A       192.5.6.30
a.gtld-servers.net.     40977   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40977   IN      A       192.33.14.30
b.gtld-servers.net.     40977   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40977   IN      A       192.26.92.30
c.gtld-servers.net.     40977   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     5372    IN      A       192.31.80.30
d.gtld-servers.net.     40977   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     40977   IN      A       192.12.94.30"
80,tv.apple.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 13946
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           300     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3600    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 21600   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 20      IN      A       23.44.0.126"
81,tv.apple.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 13946
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           299     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3599    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 21299   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 19      IN      A       104.98.12.27"
82,tv.apple.com,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 13946
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           299     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3437    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 18311   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 19      IN      A       104.98.12.27
;; AUTHORITY SECTION:
net.                    40972   IN      NS      d.gtld-servers.net.
net.                    40972   IN      NS      e.gtld-servers.net.
net.                    40972   IN      NS      b.gtld-servers.net.
net.                    40972   IN      NS      k.gtld-servers.net.
net.                    40972   IN      NS      j.gtld-servers.net.
net.                    40972   IN      NS      l.gtld-servers.net.
net.                    40972   IN      NS      g.gtld-servers.net.
net.                    40972   IN      NS      h.gtld-servers.net.
net.                    40972   IN      NS      c.gtld-servers.net.
net.                    40972   IN      NS      i.gtld-servers.net.
net.                    40972   IN      NS      a.gtld-servers.net.
net.                    40972   IN      NS      f.gtld-servers.net.
net.                    40972   IN      NS      m.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40972   IN      A       192.5.6.30
a.gtld-servers.net.     40972   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40972   IN      A       192.33.14.30
b.gtld-servers.net.     40972   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40972   IN      A       192.26.92.30"
83,tv.apple.com,Chennai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 13946
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           298     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3436    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 18310   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 18      IN      A       104.98.12.27
;; AUTHORITY SECTION:
net.                    40971   IN      NS      k.gtld-servers.net.
net.                    40971   IN      NS      f.gtld-servers.net.
net.                    40971   IN      NS      j.gtld-servers.net.
net.                    40971   IN      NS      i.gtld-servers.net.
net.                    40971   IN      NS      b.gtld-servers.net.
net.                    40971   IN      NS      m.gtld-servers.net.
net.                    40971   IN      NS      e.gtld-servers.net.
net.                    40971   IN      NS      a.gtld-servers.net.
net.                    40971   IN      NS      c.gtld-servers.net.
net.                    40971   IN      NS      h.gtld-servers.net.
net.                    40971   IN      NS      g.gtld-servers.net.
net.                    40971   IN      NS      l.gtld-servers.net.
net.                    40971   IN      NS      d.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40971   IN      A       192.5.6.30
a.gtld-servers.net.     40971   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40971   IN      A       192.33.14.30
b.gtld-servers.net.     40971   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40971   IN      A       192.26.92.30"
84,tv.apple.com,Greater Noida,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 13946
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           298     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3436    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 18310   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 18      IN      A       104.98.12.27
;; AUTHORITY SECTION:
net.                    40971   IN      NS      a.gtld-servers.net.
net.                    40971   IN      NS      f.gtld-servers.net.
net.                    40971   IN      NS      e.gtld-servers.net.
net.                    40971   IN      NS      g.gtld-servers.net.
net.                    40971   IN      NS      d.gtld-servers.net.
net.                    40971   IN      NS      k.gtld-servers.net.
net.                    40971   IN      NS      j.gtld-servers.net.
net.                    40971   IN      NS      b.gtld-servers.net.
net.                    40971   IN      NS      h.gtld-servers.net.
net.                    40971   IN      NS      i.gtld-servers.net.
net.                    40971   IN      NS      l.gtld-servers.net.
net.                    40971   IN      NS      m.gtld-servers.net.
net.                    40971   IN      NS      c.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40971   IN      A       192.5.6.30
a.gtld-servers.net.     40971   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40971   IN      A       192.33.14.30
b.gtld-servers.net.     40971   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40971   IN      A       192.26.92.30"
85,hulu.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 19741
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               8       IN      A       104.124.138.47"
86,hulu.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 19741
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               9       IN      A       23.15.156.117"
87,hulu.com,Hyderabad,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 19741
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 13, ADDITIONAL: 11
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               2       IN      A       23.15.156.117
;; AUTHORITY SECTION:
com.                    42565   IN      NS      i.gtld-servers.net.
com.                    42565   IN      NS      j.gtld-servers.net.
com.                    42565   IN      NS      a.gtld-servers.net.
com.                    42565   IN      NS      h.gtld-servers.net.
com.                    42565   IN      NS      b.gtld-servers.net.
com.                    42565   IN      NS      c.gtld-servers.net.
com.                    42565   IN      NS      f.gtld-servers.net.
com.                    42565   IN      NS      g.gtld-servers.net.
com.                    42565   IN      NS      k.gtld-servers.net.
com.                    42565   IN      NS      m.gtld-servers.net.
com.                    42565   IN      NS      l.gtld-servers.net.
com.                    42565   IN      NS      e.gtld-servers.net.
com.                    42565   IN      NS      d.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     40967   IN      A       192.5.6.30
a.gtld-servers.net.     40967   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     40967   IN      A       192.33.14.30
b.gtld-servers.net.     40967   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     40967   IN      A       192.26.92.30
c.gtld-servers.net.     40967   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     5362    IN      A       192.31.80.30
d.gtld-servers.net.     40967   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     40967   IN      A       192.12.94.30
e.gtld-servers.net.     40967   IN      AAAA    2001:502:1ca1::30
f.gtld-servers.net.     40967   IN      A       192.35.51.30"
