,Domain,Resolver,Result
63,https://www.google.com/search?q=Garment Sweatshops,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 19390
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
64,https://www.google.com/search?q=Garment Sweatshops,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 19390
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Garment\032Sweatshops. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
65,https://www.google.com/search?q=Leather Pollution Kanpur,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 39104
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       86400   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
66,https://www.google.com/search?q=Leather Pollution Kanpur,Google,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 39104
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       86395   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
67,https://www.google.com/search?q=Leather Pollution Kanpur,Shanghai,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 39104
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10800   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
68,https://www.google.com/search?q=Leather Pollution Kanpur,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 39104
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
69,https://www.google.com/search?q=Leather Pollution Kanpur,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 39104
;; flags: qr rd ra; QUERY: 1, ANSWER: 0, AUTHORITY: 1, ADDITIONAL: 0
;; QUESTION SECTION:
;https://www.google.com/search?q=Leather\032Pollution\032Kanpur. IN      A
;; AUTHORITY SECTION:
.                       10799   IN      SOA     a.root-servers.net. nstld.verisign-grs.com. 2020082000 1800 900 604800 86400"
70,Netflix.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 37490
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            8       IN      A       52.48.35.66
netflix.com.            8       IN      A       52.214.145.233
netflix.com.            8       IN      A       34.253.1.11
netflix.com.            8       IN      A       52.213.155.117
netflix.com.            8       IN      A       52.213.214.244
netflix.com.            8       IN      A       52.210.202.149
netflix.com.            8       IN      A       34.251.181.150
netflix.com.            8       IN      A       52.19.113.209"
71,Netflix.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 37490
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
Netflix.com.            59      IN      A       35.161.95.70
Netflix.com.            59      IN      A       54.68.234.134
Netflix.com.            59      IN      A       52.11.104.17
Netflix.com.            59      IN      A       52.25.53.155
Netflix.com.            59      IN      A       35.167.109.163
Netflix.com.            59      IN      A       52.88.70.220
Netflix.com.            59      IN      A       54.149.160.164
Netflix.com.            59      IN      A       54.187.149.50"
72,Netflix.com,Shanghai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 37490
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
Netflix.com.            59      IN      A       52.25.212.16
Netflix.com.            59      IN      A       52.41.147.151
Netflix.com.            59      IN      A       52.11.211.26
Netflix.com.            59      IN      A       52.41.244.189
Netflix.com.            59      IN      A       52.27.239.179
Netflix.com.            59      IN      A       54.213.232.186
Netflix.com.            59      IN      A       52.24.4.22
Netflix.com.            59      IN      A       52.24.197.182
;; AUTHORITY SECTION:
com.                    42411   IN      NS      l.gtld-servers.net.
com.                    42411   IN      NS      m.gtld-servers.net.
com.                    42411   IN      NS      j.gtld-servers.net.
com.                    42411   IN      NS      e.gtld-servers.net.
com.                    42411   IN      NS      b.gtld-servers.net.
com.                    42411   IN      NS      d.gtld-servers.net.
com.                    42411   IN      NS      f.gtld-servers.net.
com.                    42411   IN      NS      h.gtld-servers.net.
com.                    42411   IN      NS      a.gtld-servers.net.
com.                    42411   IN      NS      i.gtld-servers.net.
com.                    42411   IN      NS      c.gtld-servers.net.
com.                    42411   IN      NS      k.gtld-servers.net.
com.                    42411   IN      NS      g.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41058   IN      A       192.5.6.30
a.gtld-servers.net.     41058   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41058   IN      A       192.33.14.30
b.gtld-servers.net.     41058   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41058   IN      A       192.26.92.30"
73,Netflix.com,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 37490
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            58      IN      A       52.11.211.26
netflix.com.            58      IN      A       52.41.147.151
netflix.com.            58      IN      A       52.24.4.22
netflix.com.            58      IN      A       52.24.197.182
netflix.com.            58      IN      A       54.213.232.186
netflix.com.            58      IN      A       52.27.239.179
netflix.com.            58      IN      A       52.25.212.16
netflix.com.            58      IN      A       52.41.244.189
;; AUTHORITY SECTION:
com.                    42410   IN      NS      k.gtld-servers.net.
com.                    42410   IN      NS      m.gtld-servers.net.
com.                    42410   IN      NS      a.gtld-servers.net.
com.                    42410   IN      NS      c.gtld-servers.net.
com.                    42410   IN      NS      b.gtld-servers.net.
com.                    42410   IN      NS      e.gtld-servers.net.
com.                    42410   IN      NS      f.gtld-servers.net.
com.                    42410   IN      NS      l.gtld-servers.net.
com.                    42410   IN      NS      i.gtld-servers.net.
com.                    42410   IN      NS      d.gtld-servers.net.
com.                    42410   IN      NS      g.gtld-servers.net.
com.                    42410   IN      NS      h.gtld-servers.net.
com.                    42410   IN      NS      j.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41057   IN      A       192.5.6.30
a.gtld-servers.net.     41057   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41057   IN      A       192.33.14.30
b.gtld-servers.net.     41057   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41057   IN      A       192.26.92.30"
74,Netflix.com,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 37490
;; flags: qr rd ra; QUERY: 1, ANSWER: 8, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;Netflix.com.                   IN      A
;; ANSWER SECTION:
netflix.com.            57      IN      A       52.24.4.22
netflix.com.            57      IN      A       52.25.212.16
netflix.com.            57      IN      A       52.27.239.179
netflix.com.            57      IN      A       52.41.244.189
netflix.com.            57      IN      A       52.41.147.151
netflix.com.            57      IN      A       54.213.232.186
netflix.com.            57      IN      A       52.24.197.182
netflix.com.            57      IN      A       52.11.211.26
;; AUTHORITY SECTION:
com.                    42409   IN      NS      c.gtld-servers.net.
com.                    42409   IN      NS      e.gtld-servers.net.
com.                    42409   IN      NS      i.gtld-servers.net.
com.                    42409   IN      NS      h.gtld-servers.net.
com.                    42409   IN      NS      d.gtld-servers.net.
com.                    42409   IN      NS      l.gtld-servers.net.
com.                    42409   IN      NS      k.gtld-servers.net.
com.                    42409   IN      NS      g.gtld-servers.net.
com.                    42409   IN      NS      b.gtld-servers.net.
com.                    42409   IN      NS      j.gtld-servers.net.
com.                    42409   IN      NS      m.gtld-servers.net.
com.                    42409   IN      NS      a.gtld-servers.net.
com.                    42409   IN      NS      f.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41056   IN      A       192.5.6.30
a.gtld-servers.net.     41056   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41056   IN      A       192.33.14.30
b.gtld-servers.net.     41056   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41056   IN      A       192.26.92.30"
75,primevideo.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15765
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         36      IN      A       13.225.89.54
primevideo.com.         36      IN      A       13.225.89.63
primevideo.com.         36      IN      A       13.225.89.124
primevideo.com.         36      IN      A       13.225.89.49"
76,primevideo.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15765
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         59      IN      A       13.224.166.66
primevideo.com.         59      IN      A       13.224.166.50
primevideo.com.         59      IN      A       13.224.166.90
primevideo.com.         59      IN      A       13.224.166.62"
77,primevideo.com,Shanghai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15765
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         59      IN      A       13.224.166.50
primevideo.com.         59      IN      A       13.224.166.66
primevideo.com.         59      IN      A       13.224.166.90
primevideo.com.         59      IN      A       13.224.166.62
;; AUTHORITY SECTION:
com.                    42400   IN      NS      a.gtld-servers.net.
com.                    42400   IN      NS      f.gtld-servers.net.
com.                    42400   IN      NS      l.gtld-servers.net.
com.                    42400   IN      NS      i.gtld-servers.net.
com.                    42400   IN      NS      j.gtld-servers.net.
com.                    42400   IN      NS      e.gtld-servers.net.
com.                    42400   IN      NS      g.gtld-servers.net.
com.                    42400   IN      NS      k.gtld-servers.net.
com.                    42400   IN      NS      c.gtld-servers.net.
com.                    42400   IN      NS      b.gtld-servers.net.
com.                    42400   IN      NS      m.gtld-servers.net.
com.                    42400   IN      NS      d.gtld-servers.net.
com.                    42400   IN      NS      h.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41047   IN      A       192.5.6.30
a.gtld-servers.net.     41047   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41047   IN      A       192.33.14.30
b.gtld-servers.net.     41047   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41047   IN      A       192.26.92.30
c.gtld-servers.net.     41047   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41047   IN      A       192.31.80.30
d.gtld-servers.net.     41047   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41047   IN      A       192.12.94.30"
78,primevideo.com,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15765
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         58      IN      A       13.224.166.62
primevideo.com.         58      IN      A       13.224.166.66
primevideo.com.         58      IN      A       13.224.166.90
primevideo.com.         58      IN      A       13.224.166.50
;; AUTHORITY SECTION:
com.                    42399   IN      NS      j.gtld-servers.net.
com.                    42399   IN      NS      c.gtld-servers.net.
com.                    42399   IN      NS      b.gtld-servers.net.
com.                    42399   IN      NS      k.gtld-servers.net.
com.                    42399   IN      NS      e.gtld-servers.net.
com.                    42399   IN      NS      h.gtld-servers.net.
com.                    42399   IN      NS      a.gtld-servers.net.
com.                    42399   IN      NS      f.gtld-servers.net.
com.                    42399   IN      NS      m.gtld-servers.net.
com.                    42399   IN      NS      i.gtld-servers.net.
com.                    42399   IN      NS      l.gtld-servers.net.
com.                    42399   IN      NS      d.gtld-servers.net.
com.                    42399   IN      NS      g.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41046   IN      A       192.5.6.30
a.gtld-servers.net.     41046   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41046   IN      A       192.33.14.30
b.gtld-servers.net.     41046   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41046   IN      A       192.26.92.30
c.gtld-servers.net.     41046   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41046   IN      A       192.31.80.30
d.gtld-servers.net.     41046   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41046   IN      A       192.12.94.30"
79,primevideo.com,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15765
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 9
;; QUESTION SECTION:
;primevideo.com.                IN      A
;; ANSWER SECTION:
primevideo.com.         58      IN      A       13.224.166.62
primevideo.com.         58      IN      A       13.224.166.50
primevideo.com.         58      IN      A       13.224.166.66
primevideo.com.         58      IN      A       13.224.166.90
;; AUTHORITY SECTION:
com.                    42399   IN      NS      d.gtld-servers.net.
com.                    42399   IN      NS      a.gtld-servers.net.
com.                    42399   IN      NS      b.gtld-servers.net.
com.                    42399   IN      NS      j.gtld-servers.net.
com.                    42399   IN      NS      c.gtld-servers.net.
com.                    42399   IN      NS      h.gtld-servers.net.
com.                    42399   IN      NS      i.gtld-servers.net.
com.                    42399   IN      NS      f.gtld-servers.net.
com.                    42399   IN      NS      l.gtld-servers.net.
com.                    42399   IN      NS      m.gtld-servers.net.
com.                    42399   IN      NS      k.gtld-servers.net.
com.                    42399   IN      NS      g.gtld-servers.net.
com.                    42399   IN      NS      e.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41046   IN      A       192.5.6.30
a.gtld-servers.net.     41046   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41046   IN      A       192.33.14.30
b.gtld-servers.net.     41046   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41046   IN      A       192.26.92.30
c.gtld-servers.net.     41046   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41046   IN      A       192.31.80.30
d.gtld-servers.net.     41046   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41046   IN      A       192.12.94.30"
80,tv.apple.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 60924
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           300     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3600    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 21600   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 20      IN      A       23.198.133.66"
81,tv.apple.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 60924
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           299     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 3599    IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 21599   IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 19      IN      A       2.20.136.36"
82,tv.apple.com,Shanghai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 60924
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           137     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 316     IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 4733    IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 19      IN      A       2.20.136.36
;; AUTHORITY SECTION:
net.                    41038   IN      NS      b.gtld-servers.net.
net.                    41038   IN      NS      e.gtld-servers.net.
net.                    41038   IN      NS      c.gtld-servers.net.
net.                    41038   IN      NS      l.gtld-servers.net.
net.                    41038   IN      NS      a.gtld-servers.net.
net.                    41038   IN      NS      k.gtld-servers.net.
net.                    41038   IN      NS      i.gtld-servers.net.
net.                    41038   IN      NS      g.gtld-servers.net.
net.                    41038   IN      NS      d.gtld-servers.net.
net.                    41038   IN      NS      m.gtld-servers.net.
net.                    41038   IN      NS      h.gtld-servers.net.
net.                    41038   IN      NS      j.gtld-servers.net.
net.                    41038   IN      NS      f.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41038   IN      A       192.5.6.30
a.gtld-servers.net.     41038   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41038   IN      A       192.33.14.30
b.gtld-servers.net.     41038   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41038   IN      A       192.26.92.30"
83,tv.apple.com,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 60924
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           134     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 313     IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 4730    IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 16      IN      A       2.20.136.36
;; AUTHORITY SECTION:
net.                    41035   IN      NS      e.gtld-servers.net.
net.                    41035   IN      NS      g.gtld-servers.net.
net.                    41035   IN      NS      d.gtld-servers.net.
net.                    41035   IN      NS      j.gtld-servers.net.
net.                    41035   IN      NS      h.gtld-servers.net.
net.                    41035   IN      NS      k.gtld-servers.net.
net.                    41035   IN      NS      b.gtld-servers.net.
net.                    41035   IN      NS      m.gtld-servers.net.
net.                    41035   IN      NS      c.gtld-servers.net.
net.                    41035   IN      NS      i.gtld-servers.net.
net.                    41035   IN      NS      f.gtld-servers.net.
net.                    41035   IN      NS      a.gtld-servers.net.
net.                    41035   IN      NS      l.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41035   IN      A       192.5.6.30
a.gtld-servers.net.     41035   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41035   IN      A       192.33.14.30
b.gtld-servers.net.     41035   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41035   IN      A       192.26.92.30"
84,tv.apple.com,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 60924
;; flags: qr rd ra; QUERY: 1, ANSWER: 4, AUTHORITY: 13, ADDITIONAL: 5
;; QUESTION SECTION:
;tv.apple.com.                  IN      A
;; ANSWER SECTION:
tv.apple.com.           134     IN      CNAME   itunes-cdn.itunes-apple.com.akadns.net.
itunes-cdn.itunes-apple.com.akadns.net. 313     IN      CNAME   itunes.apple.com.edgekey.net.
itunes.apple.com.edgekey.net. 4730    IN      CNAME   e673.dsce9.akamaiedge.net.
e673.dsce9.akamaiedge.net. 16      IN      A       2.20.136.36
;; AUTHORITY SECTION:
net.                    41035   IN      NS      m.gtld-servers.net.
net.                    41035   IN      NS      e.gtld-servers.net.
net.                    41035   IN      NS      j.gtld-servers.net.
net.                    41035   IN      NS      c.gtld-servers.net.
net.                    41035   IN      NS      d.gtld-servers.net.
net.                    41035   IN      NS      h.gtld-servers.net.
net.                    41035   IN      NS      f.gtld-servers.net.
net.                    41035   IN      NS      i.gtld-servers.net.
net.                    41035   IN      NS      k.gtld-servers.net.
net.                    41035   IN      NS      g.gtld-servers.net.
net.                    41035   IN      NS      a.gtld-servers.net.
net.                    41035   IN      NS      l.gtld-servers.net.
net.                    41035   IN      NS      b.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41035   IN      A       192.5.6.30
a.gtld-servers.net.     41035   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41035   IN      A       192.33.14.30
b.gtld-servers.net.     41035   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41035   IN      A       192.26.92.30"
85,hulu.com,Cloudflare,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 26847
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               10      IN      A       23.77.22.41"
86,hulu.com,Google,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 26847
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 0, ADDITIONAL: 0
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               4       IN      A       104.127.218.17"
87,hulu.com,Shanghai,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 26847
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 13, ADDITIONAL: 11
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               19      IN      A       23.77.22.41
;; AUTHORITY SECTION:
com.                    42382   IN      NS      b.gtld-servers.net.
com.                    42382   IN      NS      c.gtld-servers.net.
com.                    42382   IN      NS      j.gtld-servers.net.
com.                    42382   IN      NS      k.gtld-servers.net.
com.                    42382   IN      NS      i.gtld-servers.net.
com.                    42382   IN      NS      e.gtld-servers.net.
com.                    42382   IN      NS      h.gtld-servers.net.
com.                    42382   IN      NS      d.gtld-servers.net.
com.                    42382   IN      NS      a.gtld-servers.net.
com.                    42382   IN      NS      g.gtld-servers.net.
com.                    42382   IN      NS      f.gtld-servers.net.
com.                    42382   IN      NS      m.gtld-servers.net.
com.                    42382   IN      NS      l.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41029   IN      A       192.5.6.30
a.gtld-servers.net.     41029   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41029   IN      A       192.33.14.30
b.gtld-servers.net.     41029   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41029   IN      A       192.26.92.30
c.gtld-servers.net.     41029   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41029   IN      A       192.31.80.30
d.gtld-servers.net.     41029   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41029   IN      A       192.12.94.30
e.gtld-servers.net.     41029   IN      AAAA    2001:502:1ca1::30
f.gtld-servers.net.     41029   IN      A       192.35.51.30"
88,hulu.com,Shenzen,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 26847
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 13, ADDITIONAL: 11
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               18      IN      A       23.77.22.41
;; AUTHORITY SECTION:
com.                    42381   IN      NS      m.gtld-servers.net.
com.                    42381   IN      NS      k.gtld-servers.net.
com.                    42381   IN      NS      a.gtld-servers.net.
com.                    42381   IN      NS      d.gtld-servers.net.
com.                    42381   IN      NS      f.gtld-servers.net.
com.                    42381   IN      NS      i.gtld-servers.net.
com.                    42381   IN      NS      g.gtld-servers.net.
com.                    42381   IN      NS      l.gtld-servers.net.
com.                    42381   IN      NS      j.gtld-servers.net.
com.                    42381   IN      NS      b.gtld-servers.net.
com.                    42381   IN      NS      e.gtld-servers.net.
com.                    42381   IN      NS      h.gtld-servers.net.
com.                    42381   IN      NS      c.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41028   IN      A       192.5.6.30
a.gtld-servers.net.     41028   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41028   IN      A       192.33.14.30
b.gtld-servers.net.     41028   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41028   IN      A       192.26.92.30
c.gtld-servers.net.     41028   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41028   IN      A       192.31.80.30
d.gtld-servers.net.     41028   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41028   IN      A       192.12.94.30
e.gtld-servers.net.     41028   IN      AAAA    2001:502:1ca1::30
f.gtld-servers.net.     41028   IN      A       192.35.51.30"
89,hulu.com,Alibaba,";; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 26847
;; flags: qr rd ra; QUERY: 1, ANSWER: 1, AUTHORITY: 13, ADDITIONAL: 11
;; QUESTION SECTION:
;hulu.com.                      IN      A
;; ANSWER SECTION:
hulu.com.               18      IN      A       23.77.22.41
;; AUTHORITY SECTION:
com.                    42381   IN      NS      i.gtld-servers.net.
com.                    42381   IN      NS      b.gtld-servers.net.
com.                    42381   IN      NS      c.gtld-servers.net.
com.                    42381   IN      NS      j.gtld-servers.net.
com.                    42381   IN      NS      e.gtld-servers.net.
com.                    42381   IN      NS      d.gtld-servers.net.
com.                    42381   IN      NS      m.gtld-servers.net.
com.                    42381   IN      NS      a.gtld-servers.net.
com.                    42381   IN      NS      l.gtld-servers.net.
com.                    42381   IN      NS      k.gtld-servers.net.
com.                    42381   IN      NS      f.gtld-servers.net.
com.                    42381   IN      NS      h.gtld-servers.net.
com.                    42381   IN      NS      g.gtld-servers.net.
;; ADDITIONAL SECTION:
a.gtld-servers.net.     41028   IN      A       192.5.6.30
a.gtld-servers.net.     41028   IN      AAAA    2001:503:a83e::2:30
b.gtld-servers.net.     41028   IN      A       192.33.14.30
b.gtld-servers.net.     41028   IN      AAAA    2001:503:231d::2:30
c.gtld-servers.net.     41028   IN      A       192.26.92.30
c.gtld-servers.net.     41028   IN      AAAA    2001:503:83eb::30
d.gtld-servers.net.     41028   IN      A       192.31.80.30
d.gtld-servers.net.     41028   IN      AAAA    2001:500:856e::30
e.gtld-servers.net.     41028   IN      A       192.12.94.30
e.gtld-servers.net.     41028   IN      AAAA    2001:502:1ca1::30
f.gtld-servers.net.     41028   IN      A       192.35.51.30"
