,Time
0,0.10820603370666504
1,0.1075429916381836
2,0.11400103569030762
3,0.11912775039672852
4,0.10869002342224121
5,0.10431838035583496
6,0.10440611839294434
7,0.12019777297973633
8,0.11381101608276367
9,0.10194277763366699
10,0.11194801330566406
11,0.10708904266357422
12,0.10999894142150879
13,0.1045229434967041
14,0.11073994636535645
15,0.10406303405761719
16,0.10625290870666504
17,0.14179205894470215
18,0.10866975784301758
19,0.10656929016113281
20,0.10354208946228027
21,0.1066277027130127
22,0.10742592811584473
23,0.15601682662963867
24,0.10632705688476562
25,0.1097269058227539
26,0.1148531436920166
27,0.11730790138244629
28,0.11222672462463379
29,1.834014892578125
30,0.10242104530334473
31,0.10920214653015137
32,0.13121795654296875
33,0.10551810264587402
34,0.10157299041748047
35,0.10493302345275879
36,0.10366177558898926
37,0.10484695434570312
38,0.10602498054504395
39,0.11963081359863281
40,0.17450380325317383
41,0.11431884765625
42,0.1018209457397461
43,0.12146806716918945
44,0.31693124771118164
45,0.10694408416748047
46,0.10943794250488281
47,0.12208008766174316
48,0.10309791564941406
49,0.1223440170288086
50,0.20021724700927734
51,0.12813091278076172
52,0.09287714958190918
53,0.10204386711120605
54,0.10081696510314941
55,0.10175681114196777
56,0.11293196678161621
57,0.1216130256652832
58,0.10720610618591309
59,0.10282611846923828
60,0.11084270477294922
61,0.1003270149230957
62,0.10295701026916504
63,0.11493897438049316
64,0.10577273368835449
65,0.11881709098815918
66,0.10644412040710449
67,0.10893702507019043
68,0.11220312118530273
69,0.10375285148620605
70,0.10902285575866699
71,0.1090707778930664
72,0.10148978233337402
73,0.10669898986816406
74,0.11727714538574219
75,0.1198887825012207
76,0.11054420471191406
77,0.10832691192626953
78,0.1025090217590332
79,0.10301899909973145
80,0.10177373886108398
81,0.11666512489318848
82,0.11219501495361328
83,0.11396980285644531
84,0.10369610786437988
85,0.1098487377166748
86,0.11440110206604004
87,0.10094189643859863
88,0.09929704666137695
89,0.10203003883361816
90,0.10316014289855957
91,0.10735392570495605
92,0.10590219497680664
93,0.11196708679199219
94,0.10177016258239746
95,0.10018324851989746
96,0.09969115257263184
97,0.12385296821594238
98,0.1008768081665039
99,0.10714101791381836
