,Time
0,0.015935897827148438
1,0.015225887298583984
2,0.021987199783325195
3,0.016060829162597656
4,0.021502256393432617
5,0.028289079666137695
6,0.024876117706298828
7,0.021917104721069336
8,0.021975040435791016
9,0.021633148193359375
10,0.021440982818603516
11,0.015474319458007812
12,0.022880077362060547
13,0.017252206802368164
14,0.020892858505249023
15,0.015079975128173828
16,0.021111011505126953
17,0.021551847457885742
18,0.023283004760742188
19,0.020081281661987305
20,0.023372173309326172
21,0.023126840591430664
22,0.021940946578979492
23,0.015707969665527344
24,0.039700984954833984
25,0.015420913696289062
26,0.022207021713256836
27,0.021272897720336914
28,0.021270036697387695
29,0.01537179946899414
30,0.021528005599975586
31,0.020956039428710938
32,0.02045893669128418
33,0.10631108283996582
34,0.022115230560302734
35,0.021992921829223633
36,0.014852046966552734
37,0.022655010223388672
38,0.031672000885009766
39,0.024129152297973633
40,0.02219080924987793
41,0.022305965423583984
42,0.017006874084472656
43,0.022352218627929688
44,0.03100275993347168
45,0.01669478416442871
46,0.02267313003540039
47,0.01982903480529785
48,0.021619796752929688
49,0.022759199142456055
50,0.023365259170532227
51,0.017709016799926758
52,0.022327899932861328
53,0.021625995635986328
54,0.02248692512512207
55,0.02010798454284668
56,0.021185874938964844
57,0.022421836853027344
58,0.024294137954711914
59,0.015363693237304688
60,0.01573801040649414
61,0.017400741577148438
62,0.01878499984741211
63,0.015611886978149414
64,0.02832317352294922
65,0.02266073226928711
66,0.02215290069580078
67,0.023746967315673828
68,0.022780895233154297
69,0.0
70,0.027000904083251953
71,0.022201061248779297
72,0.022044897079467773
73,0.015134096145629883
74,0.016736984252929688
75,0.02153325080871582
76,0.022024869918823242
77,0.023273944854736328
78,0.015677928924560547
79,0.022194862365722656
80,0.02231287956237793
81,0.03017592430114746
82,0.015418052673339844
83,0.02196502685546875
84,0.022289276123046875
85,0.021554946899414062
86,0.015585184097290039
87,0.019423961639404297
88,0.017320871353149414
89,0.014620065689086914
90,0.016252994537353516
91,0.021181344985961914
92,0.023340225219726562
93,0.02239203453063965
94,0.022082805633544922
95,0.022951841354370117
96,0.01735711097717285
97,0.02278923988342285
98,0.017738819122314453
99,0.02077484130859375
