,Time
0,0.23421311378479004
1,0.0815427303314209
2,0.24732112884521484
3,1.091360092163086
4,0.09250617027282715
5,0.08283495903015137
6,0.0936739444732666
7,0.4941236972808838
8,0.0865163803100586
9,0.09129071235656738
10,0.07946300506591797
11,0.14072489738464355
12,0.1871180534362793
13,0.087432861328125
14,0.08438515663146973
15,0.0788888931274414
16,0.08263087272644043
17,0.09047603607177734
18,0.08270788192749023
19,0.11549806594848633
20,0.08271384239196777
21,0.9133040904998779
22,0.08152294158935547
23,0.08906102180480957
24,0.08184218406677246
25,0.08284306526184082
26,0.09473299980163574
27,0.08498311042785645
28,0.09785795211791992
29,0.08162212371826172
30,0.08750104904174805
31,0.10420703887939453
32,0.09330415725708008
33,0.0802149772644043
34,0.08099079132080078
35,0.09560394287109375
36,0.0878138542175293
37,0.09692692756652832
38,0.1061549186706543
39,0.1073007583618164
40,0.09079194068908691
41,0.07989001274108887
42,0.0847620964050293
43,0.08545899391174316
44,0.08059906959533691
45,0.08224105834960938
46,0.10253310203552246
47,0.0829019546508789
48,0.08881092071533203
49,0.09251284599304199
50,0.08819913864135742
51,0.08503198623657227
52,0.09764409065246582
53,0.11306118965148926
54,0.08838510513305664
55,0.08419489860534668
56,0.08555912971496582
57,0.0836939811706543
58,0.6304798126220703
59,0.3147897720336914
60,0.08814787864685059
61,0.08005595207214355
62,0.0847330093383789
63,0.0810859203338623
64,0.08132004737854004
65,0.32420825958251953
66,0.07870006561279297
67,0.07839369773864746
68,0.08428382873535156
69,0.08658099174499512
70,0.10894584655761719
71,0.11182594299316406
72,0.08179998397827148
73,0.08896374702453613
74,2.2286601066589355
75,0.10594606399536133
76,0.0796658992767334
77,0.07684206962585449
78,0.09609103202819824
79,0.0842292308807373
80,0.10001993179321289
81,0.15440702438354492
82,0.0805511474609375
83,0.08514165878295898
84,0.08432412147521973
85,0.08936882019042969
86,0.1038510799407959
87,0.18642091751098633
88,0.08940982818603516
89,0.09018111228942871
90,0.0871131420135498
91,0.0918738842010498
92,0.0800468921661377
93,0.0848698616027832
94,0.08441972732543945
95,0.10482597351074219
96,0.08131814002990723
97,0.09003305435180664
98,0.08361482620239258
99,0.08167815208435059
