,Time
0,0.01598811149597168
1,0.015996932983398438
2,0.018401145935058594
3,0.017390966415405273
4,0.01597905158996582
5,0.016019105911254883
6,0.015903949737548828
7,0.015727996826171875
8,0.0186460018157959
9,0.015684843063354492
10,0.016000986099243164
11,0.01717829704284668
12,0.01603221893310547
13,0.015946149826049805
14,0.0161590576171875
15,0.0156097412109375
16,0.022620201110839844
17,0.01626300811767578
18,0.01597309112548828
19,0.015835285186767578
20,0.015869855880737305
21,0.016931772232055664
22,0.01572394371032715
23,0.024693012237548828
24,0.016044139862060547
25,0.018766164779663086
26,0.017219066619873047
27,0.019674062728881836
28,0.02294135093688965
29,0.015792131423950195
30,0.018446922302246094
31,0.01636815071105957
32,0.016036033630371094
33,0.016279935836791992
34,0.0159761905670166
35,0.01573920249938965
36,0.01711273193359375
37,0.015986204147338867
38,0.01615428924560547
39,0.01825714111328125
40,0.016056060791015625
41,0.016122102737426758
42,0.016134977340698242
43,0.015722990036010742
44,0.0198211669921875
45,0.017055988311767578
46,0.01571822166442871
47,0.015882015228271484
48,0.016103744506835938
49,0.02519989013671875
50,0.016031980514526367
51,0.016051054000854492
52,0.015877246856689453
53,0.018970012664794922
54,0.01657414436340332
55,0.017334938049316406
56,0.0
57,0.029604196548461914
58,0.0160219669342041
59,0.017331361770629883
60,0.015965938568115234
61,0.01574993133544922
62,0.016070842742919922
63,0.015774011611938477
64,0.019198894500732422
65,0.01639413833618164
66,0.016989946365356445
67,0.015964984893798828
68,0.019647836685180664
69,0.018248319625854492
70,0.01880192756652832
71,0.01591777801513672
72,0.01585102081298828
73,0.0188601016998291
74,0.01680302619934082
75,0.015902996063232422
76,0.015681982040405273
77,0.016350984573364258
78,0.020707130432128906
79,0.021251916885375977
80,0.024320125579833984
81,0.017527103424072266
82,0.016821861267089844
83,0.01604914665222168
84,0.015825986862182617
85,0.017767906188964844
86,0.025624990463256836
87,0.018105745315551758
88,0.016398191452026367
89,0.017297983169555664
90,0.019017934799194336
91,0.016601085662841797
92,0.020212888717651367
93,0.016050100326538086
94,0.016550064086914062
95,0.016002893447875977
96,0.017529726028442383
97,0.01596808433532715
98,0.01592397689819336
99,0.01726984977722168
