,Time
0,0.03963279724121094
1,0.017619848251342773
2,0.010380983352661133
3,0.010577201843261719
4,0.009197235107421875
5,0.010367155075073242
6,0.09170103073120117
7,0.010525941848754883
8,0.01044607162475586
9,0.009231805801391602
10,0.016517162322998047
11,0.018950700759887695
12,0.009636878967285156
13,0.010483980178833008
14,0.017036914825439453
15,0.018237829208374023
16,0.011275053024291992
17,0.010137081146240234
18,0.011505126953125
19,0.009208917617797852
20,0.011003971099853516
21,0.018075942993164062
22,0.00982809066772461
23,0.009521961212158203
24,0.01061391830444336
25,0.01014399528503418
26,0.010161876678466797
27,0.014506816864013672
28,0.010983943939208984
29,0.009060859680175781
30,0.008948087692260742
31,0.0161590576171875
32,0.009398698806762695
33,0.010770082473754883
34,0.01822495460510254
35,0.009616851806640625
36,0.018826007843017578
37,0.009196043014526367
38,0.009087324142456055
39,0.019442081451416016
40,0.024303913116455078
41,0.014613866806030273
42,0.009266853332519531
43,0.009320974349975586
44,0.016015052795410156
45,0.010011911392211914
46,0.012034893035888672
47,0.016869068145751953
48,0.01596689224243164
49,0.016301870346069336
50,0.011010169982910156
51,0.010401010513305664
52,0.016776084899902344
53,0.015871047973632812
54,0.016546964645385742
55,0.019034862518310547
56,0.017255067825317383
57,0.010802030563354492
58,0.009318828582763672
59,0.010799884796142578
60,0.009353876113891602
61,0.013655900955200195
62,0.010246992111206055
63,0.011572837829589844
64,0.01714324951171875
65,0.017134666442871094
66,0.016180038452148438
67,0.009536981582641602
68,0.009665966033935547
69,0.018025875091552734
70,0.01046299934387207
71,0.010234832763671875
72,0.010623931884765625
73,0.017940998077392578
74,0.0
75,0.017283916473388672
76,0.016392946243286133
77,0.009047985076904297
78,0.015107154846191406
79,0.011204004287719727
80,0.012366056442260742
81,0.009829282760620117
82,0.010969877243041992
83,0.01052999496459961
84,0.020202159881591797
85,0.010173320770263672
86,0.011260986328125
87,0.011553049087524414
88,0.009584188461303711
89,0.010438919067382812
90,0.0
91,0.38603997230529785
92,0.01895618438720703
93,0.010090112686157227
94,0.019548892974853516
95,0.009379148483276367
96,0.016008377075195312
97,0.4191908836364746
98,0.009918928146362305
99,0.010202884674072266
