,Time
0,0.10720205307006836
1,0.1369941234588623
2,0.10626506805419922
3,0.10338807106018066
4,0.1105489730834961
5,0.11382794380187988
6,0.11070919036865234
7,0.1170806884765625
8,0.11453676223754883
9,0.11124706268310547
10,0.1046597957611084
11,0.11473584175109863
12,0.10534286499023438
13,0.10135602951049805
14,0.12520122528076172
15,0.12344169616699219
16,0.24833989143371582
17,0.5276820659637451
18,0.14650297164916992
19,0.15208983421325684
20,0.12918710708618164
21,0.10790181159973145
22,0.11211800575256348
23,0.10871291160583496
24,0.5498631000518799
25,0.13778305053710938
26,0.3063669204711914
27,0.14721298217773438
28,0.1699519157409668
29,0.13278985023498535
30,0.16232013702392578
31,0.14194393157958984
32,0.18787097930908203
33,0.5869491100311279
34,0.14527177810668945
35,0.15136408805847168
36,0.13840913772583008
37,0.17825722694396973
38,0.16080689430236816
39,0.4431118965148926
40,0.10657215118408203
41,0.10895991325378418
42,0.11786580085754395
43,0.10365009307861328
44,0.10618019104003906
45,0.10648608207702637
46,0.10107588768005371
47,0.10430002212524414
48,0.1188352108001709
49,0.10901808738708496
50,0.1098332405090332
51,0.11347198486328125
52,0.10075211524963379
53,0.11125993728637695
54,0.11476397514343262
55,0.10511016845703125
56,0.1020650863647461
57,0.10555410385131836
58,0.1146087646484375
59,0.1180872917175293
60,0.10444188117980957
61,0.11721992492675781
62,0.10863304138183594
63,0.12078380584716797
64,0.10294294357299805
65,0.10335397720336914
66,0.10195207595825195
67,0.11114120483398438
68,0.11897587776184082
69,0.1112527847290039
70,0.12256002426147461
71,0.11933112144470215
72,0.10312533378601074
73,0.10892200469970703
74,0.14950108528137207
75,0.10098814964294434
76,0.1157538890838623
77,0.10703802108764648
78,0.10844612121582031
79,0.10233759880065918
80,0.10749411582946777
81,0.11081981658935547
82,0.11597514152526855
83,0.10363483428955078
84,0.1098029613494873
85,0.10393476486206055
86,0.10468316078186035
87,0.11095285415649414
88,0.11043572425842285
89,0.10727310180664062
90,0.10351204872131348
91,0.10363292694091797
92,0.13126707077026367
93,0.11170196533203125
94,0.10018205642700195
95,0.11096310615539551
96,0.12009215354919434
97,0.11156511306762695
98,0.10240483283996582
99,0.11556601524353027
