,Time
0,0.017059803009033203
1,0.01616811752319336
2,0.030193090438842773
3,0.016441822052001953
4,0.016302108764648438
5,0.01579427719116211
6,0.02656102180480957
7,0.021696805953979492
8,0.018604040145874023
9,0.016052961349487305
10,0.01613593101501465
11,0.01881885528564453
12,0.015997886657714844
13,0.0178680419921875
14,0.018227100372314453
15,0.015997886657714844
16,0.019082069396972656
17,0.016321659088134766
18,0.015896081924438477
19,0.01587986946105957
20,0.015806913375854492
21,0.016897916793823242
22,0.019723892211914062
23,0.01576399803161621
24,0.019402027130126953
25,0.01933002471923828
26,0.040331125259399414
27,0.01604294776916504
28,0.015789031982421875
29,0.0177919864654541
30,0.015865802764892578
31,0.016238689422607422
32,0.0160219669342041
33,0.015962839126586914
34,0.017585039138793945
35,0.03564095497131348
36,0.016155004501342773
37,0.015918731689453125
38,0.017081022262573242
39,0.021668672561645508
40,0.021851062774658203
41,0.017055034637451172
42,0.01916980743408203
43,0.01658797264099121
44,0.015779733657836914
45,0.01984095573425293
46,0.018342971801757812
47,0.01580500602722168
48,0.01697516441345215
49,0.016813039779663086
50,0.016217947006225586
51,0.015784025192260742
52,0.01900482177734375
53,0.015626907348632812
54,0.015899181365966797
55,0.016106843948364258
56,0.023171186447143555
57,0.0156710147857666
58,0.01602792739868164
59,0.022525787353515625
60,0.01663374900817871
61,0.027155160903930664
62,0.024704933166503906
63,0.015872955322265625
64,0.016278982162475586
65,0.01616215705871582
66,0.016045808792114258
67,0.01585221290588379
68,0.01941990852355957
69,0.023147106170654297
70,0.01590871810913086
71,0.019313812255859375
72,0.01609206199645996
73,0.017261981964111328
74,0.01784205436706543
75,0.016389131546020508
76,0.0159146785736084
77,0.015864849090576172
78,0.017933130264282227
79,0.017513036727905273
80,0.024507999420166016
81,0.016533851623535156
82,0.01611495018005371
83,0.01591801643371582
84,0.0171051025390625
85,0.0
86,0.02470231056213379
87,0.01681995391845703
88,0.01595902442932129
89,0.01581120491027832
90,0.024698972702026367
91,0.017370223999023438
92,0.015892982482910156
93,0.016153812408447266
94,0.017626047134399414
95,0.016065120697021484
96,0.020388126373291016
97,0.024033069610595703
98,0.016605854034423828
99,0.03235602378845215
