,Time
0,0.04286503791809082
1,0.05992913246154785
2,0.03762674331665039
3,0.0379481315612793
4,0.03597712516784668
5,0.03743290901184082
6,0.039952993392944336
7,0.03690075874328613
8,0.03751492500305176
9,0.03759312629699707
10,0.04311203956604004
11,0.041152000427246094
12,0.040719032287597656
13,0.0380091667175293
14,0.04195094108581543
15,0.0569911003112793
16,0.03775787353515625
17,0.04236316680908203
18,0.03438067436218262
19,0.044146060943603516
20,0.03720688819885254
21,0.03995490074157715
22,0.037724971771240234
23,0.03753304481506348
24,0.04578089714050293
25,0.04052090644836426
26,0.04734015464782715
27,0.03752923011779785
28,0.036536216735839844
29,0.03989696502685547
30,0.043663740158081055
31,0.03874516487121582
32,0.03779196739196777
33,0.0502469539642334
34,0.03888416290283203
35,0.0383150577545166
36,0.04437899589538574
37,0.04356193542480469
38,0.0380549430847168
39,0.04029393196105957
40,0.04043006896972656
41,0.04108405113220215
42,0.04299783706665039
43,0.047842979431152344
44,0.03660988807678223
45,0.03764605522155762
46,0.03731822967529297
47,0.04219388961791992
48,0.046536922454833984
49,0.042440176010131836
50,0.038453102111816406
51,0.040799856185913086
52,0.03799605369567871
53,0.03542685508728027
54,0.037886857986450195
55,0.0349576473236084
56,0.04005312919616699
57,0.0389561653137207
58,0.046705007553100586
59,0.037061214447021484
60,0.03610706329345703
61,0.03525996208190918
62,0.03620290756225586
63,0.03443312644958496
64,0.04074215888977051
65,0.03905987739562988
66,0.03860592842102051
67,0.03805875778198242
68,0.03882908821105957
69,0.037670135498046875
70,0.03554201126098633
71,0.0397648811340332
72,0.043273210525512695
73,0.04015493392944336
74,0.04413414001464844
75,0.03996706008911133
76,0.037181854248046875
77,0.03492999076843262
78,0.04032707214355469
79,0.03649616241455078
80,0.04942631721496582
81,0.06624102592468262
82,0.0369107723236084
83,0.03859210014343262
84,0.04852414131164551
85,0.039855241775512695
86,0.03647422790527344
87,0.03794693946838379
88,0.043543100357055664
89,0.036622047424316406
90,0.03763890266418457
91,0.03673601150512695
92,0.041342973709106445
93,0.03673982620239258
94,0.03757619857788086
95,0.03775382041931152
96,0.04121804237365723
97,0.03665614128112793
98,0.03823995590209961
99,0.03729391098022461
