,Time
0,0.11055898666381836
1,0.012634992599487305
2,0.10706210136413574
3,0.01684284210205078
4,0.02033376693725586
5,0.010159969329833984
6,0.11418390274047852
7,0.0109710693359375
8,0.011779069900512695
9,0.010625123977661133
10,0.023217201232910156
11,0.009577035903930664
12,0.016412019729614258
13,0.016458988189697266
14,0.018821239471435547
15,0.01039886474609375
16,0.011506795883178711
17,0.012498855590820312
18,0.016116857528686523
19,0.010433197021484375
20,0.011017322540283203
21,0.016054153442382812
22,0.027220964431762695
23,0.011182785034179688
24,0.011118888854980469
25,0.012231111526489258
26,0.016163110733032227
27,0.017459869384765625
28,0.014825820922851562
29,0.016130924224853516
30,0.010479927062988281
31,0.010741949081420898
32,0.009206056594848633
33,0.00933980941772461
34,0.011893033981323242
35,0.01051187515258789
36,0.014827966690063477
37,0.012073040008544922
38,0.016075849533081055
39,0.009763717651367188
40,0.012906312942504883
41,0.016620159149169922
42,0.016184091567993164
43,0.016167163848876953
44,0.016734838485717773
45,0.01016378402709961
46,0.010783910751342773
47,0.014589786529541016
48,0.009610176086425781
49,0.012642145156860352
50,0.016622066497802734
51,0.01661396026611328
52,0.015935897827148438
53,0.009896278381347656
54,0.012292146682739258
55,0.01508474349975586
56,0.016620874404907227
57,0.011130094528198242
58,0.010082006454467773
59,0.010636091232299805
60,0.019769906997680664
61,0.013634204864501953
62,0.01625800132751465
63,0.022577762603759766
64,0.01961231231689453
65,0.012521028518676758
66,0.015913963317871094
67,0.00952291488647461
68,0.010444164276123047
69,0.009127140045166016
70,0.01654982566833496
71,0.014603853225708008
72,0.00964212417602539
73,0.026232242584228516
74,0.009881019592285156
75,0.01908397674560547
76,0.010254621505737305
77,0.01633310317993164
78,0.016015052795410156
79,0.01024007797241211
80,0.015234947204589844
81,0.0195620059967041
82,0.009370803833007812
83,0.016218185424804688
84,0.010950803756713867
85,0.014698982238769531
86,0.0295560359954834
87,0.017225980758666992
88,0.010217905044555664
89,0.018846988677978516
90,0.014115095138549805
91,0.010156869888305664
92,0.009202003479003906
93,0.012293100357055664
94,0.016434907913208008
95,0.016035795211791992
96,0.012073993682861328
97,0.01612377166748047
98,0.016536951065063477
99,0.016353130340576172
